number,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.roll,stabilizer.pitch,stabilizer.yaw
0,0.065327599644661,-0.101209029555321,1.03479135036469,19.1846656799316,-10.1105651855469,-1.91892433166504,1.83242106437683,-0.734910130500793,0.30702069401741,-1.20890724658966,1.81169581413269,-1.32458889484406
1,0.481231659650803,-0.230568319559097,1.21505343914032,19.1081218719482,-7.28990840911865,0.670977294445038,1.82936751842499,-0.736913502216339,0.304092526435852,-0.85552841424942,1.92894434928894,-1.45051562786102
2,0.398994505405426,-0.067644469439983,1.20698368549347,23.0908145904541,-6.95780515670776,0.451175421476364,1.8299788236618,-0.732785880565643,0.302923291921616,-0.860209286212921,2.03953623771667,-1.33328783512115
3,-0.01372826565057,0.022488046437502,1.12976145744324,19.282096862793,-0.347176045179367,-1.07207429409027,1.82925033569336,-0.733847439289093,0.302267700433731,-0.468174695968628,1.98182201385498,-1.36933839321136
4,-0.016303841024637,0.182612925767899,1.0164760351181,13.920726776123,1.4045033454895,-0.209413900971413,1.82878386974335,-0.731181263923645,0.303028464317322,-0.413944453001022,1.99112641811371,-1.32326364517212
5,-0.052802372723818,0.100295342504978,1.06104862689972,10.3197031021118,14.1286249160767,-1.77743935585022,1.83279871940613,-0.728119134902954,0.302737891674042,-0.333960354328156,1.64926040172577,-1.18376469612122
6,0.129444643855095,0.02785037457943,1.14585971832275,10.9361944198608,20.6233997344971,-3.68194079399109,1.82977759838104,-0.726900815963745,0.302026808261871,-0.28945580124855,1.65914881229401,-1.24232065677643
7,0.0162124466151,-0.022161889821291,1.07771170139313,11.9073991775513,23.6497325897217,-5.59216260910034,1.82906651496887,-0.727198243141174,0.302885591983795,-0.060707397758961,1.35853314399719,-1.32172214984894
8,0.017197962850332,-0.063590183854103,1.0558317899704,11.3261547088623,16.3167991638184,-4.87937831878662,1.82942044734955,-0.725207149982452,0.302636682987213,-0.008905650116503,1.10378789901733,-1.33398950099945
9,-0.014676712453365,-0.218481689691544,1.0006183385849,10.1195344924927,8.70093441009522,-8.13602924346924,1.82853996753693,-0.724391758441925,0.302442967891693,0.111714906990528,0.965766310691834,-1.40321183204651
10,-0.097059942781925,-0.139849990606308,1.00401568412781,10.9781589508057,-1.06380212306976,-7.08536958694458,1.82749259471893,-0.724579453468323,0.302329242229462,0.293193072080612,0.860505640506744,-1.51040327548981
11,0.063421212136746,-0.158240512013435,1.05093121528625,10.1465759277344,-4.19896984100342,-6.48852062225342,1.82675814628601,-0.7215456366539,0.303763568401337,0.234820693731308,0.936010539531708,-1.52691745758057
12,0.009192728437483,-0.215135797858238,1.17239928245544,7.97362565994263,-4.39372491836548,-5.39244031906128,1.82528078556061,-0.72163188457489,0.303799629211426,0.417585968971252,0.978817701339722,-1.61647999286652
13,-0.007975172251463,-0.026709277182818,1.24385392665863,5.57925939559937,-4.93542385101318,-3.57822751998901,1.82416212558746,-0.720609664916992,0.30389067530632,0.495647013187408,1.06024610996246,-1.66398274898529
14,0.061004433780909,0.163088530302048,1.22865748405457,6.08678913116455,-1.1654851436615,-3.76105093955994,1.8231805562973,-0.71972781419754,0.303159534931183,0.571608066558838,1.1177921295166,-1.70019507408142
15,-0.073119580745697,0.186698779463768,1.17801237106323,6.82112741470337,-3.54488182067871,-1.36058127880096,1.82282269001007,-0.71834260225296,0.303695768117905,0.611369013786316,1.05984115600586,-1.73346042633057
16,0.416088730096817,0.225206688046455,0.962215542793274,12.5968160629272,-2.81994962692261,-3.06277012825012,1.8209171295166,-0.718024253845215,0.304239720106125,0.812363922595978,1.20985984802246,-1.7301629781723
17,0.384484529495239,0.050129782408476,0.871763169765472,15.8674602508545,-0.447777509689331,-2.94767594337463,1.82029271125793,-0.71598607301712,0.305986523628235,0.825104355812073,1.13683784008026,-1.75750946998596
18,0.055284012109041,-0.002603526692837,0.896045625209808,18.8502674102783,8.25456047058106,-4.7689995765686,1.81913709640503,-0.715715110301971,0.306653022766113,1.03142023086548,1.02876400947571,-1.81040132045746
19,0.229342982172966,0.072315774857998,0.930727422237396,15.4250774383545,18.0358409881592,-3.69123935699463,1.81839036941528,-0.715381026268005,0.307316124439239,1.19050216674805,0.720422923564911,-1.91784298419952
20,-0.046928565949202,0.018975360319018,1.02226138114929,7.50849533081055,16.1683902740479,-0.94139814376831,1.81730794906616,-0.713177084922791,0.30634006857872,1.31540334224701,0.772644639015198,-1.82440066337585
21,0.158389911055565,0.048117987811565,1.0969842672348,-2.94462776184082,12.3698682785034,-0.421210676431656,1.81596434116364,-0.714635908603668,0.306924939155579,1.45751583576202,0.392093688249588,-1.94774723052979
22,0.286088854074478,-0.050015293061733,1.15675437450409,-14.0002145767212,10.6581192016602,-1.81208920478821,1.81526744365692,-0.71167117357254,0.307251214981079,1.32913041114807,0.51685643196106,-1.82186102867126
23,0.276987254619598,0.026988992467523,1.08866715431213,-25.1480617523193,0.825999617576599,-4.13612508773804,1.81389105319977,-0.710612237453461,0.307903826236725,1.02223360538483,0.325940042734146,-1.93381726741791
24,0.136309817433357,0.203857287764549,1.11089015007019,-33.3568458557129,-0.413101613521576,-6.66377925872803,1.81275820732117,-0.708300292491913,0.311631977558136,0.667182981967926,0.396249562501907,-1.95497715473175
25,0.09765250235796,0.283683180809021,1.06231868267059,-35.2064323425293,2.45462679862976,-8.07364368438721,1.81126439571381,-0.707122147083283,0.312535881996155,0.228902921080589,0.304989635944366,-2.10539174079895
26,0.084244340658188,0.309491336345673,1.00898063182831,-27.308292388916,-0.330373495817184,-10.1019535064697,1.81038618087769,-0.707516431808472,0.313800930976868,0.106028661131859,0.286250919103622,-2.19816493988037
27,0.033043514937162,0.261033743619919,1.08067262172699,-15.2912244796753,7.07616662979126,-9.69990253448486,1.80990397930145,-0.706210017204285,0.316668480634689,0.051014512777329,0.456881374120712,-2.16549873352051
28,-0.041689403355122,0.000350053684087,1.17223381996155,4.39518642425537,5.5348424911499,-7.11149501800537,1.80861854553223,-0.707125782966614,0.31808340549469,0.082223519682884,0.270244598388672,-2.33681774139404
29,0.072473049163818,-0.151591300964356,1.16512489318848,27.2588424682617,-4.89515066146851,-4.37172508239746,1.80742967128754,-0.705184042453766,0.319296687841415,0.156230077147484,0.370647042989731,-2.36095881462097
30,0.212114885449409,-0.091450981795788,1.17424535751343,38.8856506347656,-8.14975261688232,-4.34630680084229,1.80694162845612,-0.706562519073486,0.321382403373718,0.751306176185608,0.410319000482559,-2.38332867622375
