,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.pitch,stabilizer.roll,stabilizer.yaw
0,-0.120229870080948,-0.171689987182617,1.01346182823181,-7.812756538391111,-1.18738353252411,-6.51910066604614,0.531847357749939,0.45104900002479603,0.323999971151352,-1.13068771362305,0.6523078083991999,3.57779908180237
1,0.00919081363827,0.065566226840019,1.02843976020813,-10.888073921203599,-0.799308478832245,-7.0125036239624,0.531214237213135,0.450079172849655,0.323475033044815,-0.9865986704826359,0.6720621585845951,3.52516412734985
2,-0.033740188926458,-0.060393888503313,1.1560633182525601,-13.6528739929199,-0.38411575555801397,-6.89921760559082,0.531733810901642,0.45009875297546403,0.322630077600479,-0.9836490154266361,0.553740978240967,3.4541375637054403
3,0.022173920646310002,-0.12810547649860402,1.0701801776886,-13.3682289123535,1.40648531913757,-8.00356101989746,0.533348321914673,0.451160997152329,0.321822851896286,-1.08791446685791,0.33148786425590504,3.3652241230011
4,0.040722835808992004,-0.016457481309772,1.02292609214783,-12.2132015228271,5.318994522094731,-9.23476791381836,0.53357058763504,0.45050504803657504,0.321204125881195,-1.07624506950378,0.266704171895981,3.29014253616333
5,-0.010645567439497,-0.1497533172369,0.9677578210830692,-10.740989685058599,3.54769062995911,-9.077019691467289,0.53377628326416,0.45136630535125705,0.320142567157745,-1.08348429203033,0.071920543909073,3.19306683540344
6,0.07210948318243,-0.039360661059617996,1.01785433292389,-10.7408390045166,2.06502270698547,-8.02333545684814,0.535653114318848,0.450612276792526,0.319407045841217,-1.2266539335250901,0.043941166251898,3.10407948493958
7,-0.00923656579107,0.028317589312792005,1.01756751537323,-7.94478559494019,-0.025492686778307003,-7.07152605056763,0.536548614501953,0.45055791735649103,0.318717390298843,-1.25465214252472,-0.047460407018662,3.0273723602294904
8,-0.006209570914507,0.001008598948829,1.06061375141144,-5.5158953666687,-2.97223663330078,-4.961596488952639,0.537179410457611,0.45113986730575606,0.31642556190490695,-1.24211370944977,-0.17385701835155498,2.9594104290008505
9,-0.012441981583834,-0.021220719441772,1.02436363697052,-1.4441938400268601,-6.86759281158447,-3.1193163394927996,0.539285242557526,0.45150718092918396,0.315583229064941,-1.3282828330993701,-0.237135887145996,2.90668797492981
10,0.0038564114365729997,-0.16735877096652998,0.979781448841095,6.900824546813969,-13.318209648132301,-1.9524134397506698,0.539906740188599,0.4508712887763979,0.314964592456818,-1.20682692527771,-0.14570154249668102,2.88965916633606
11,0.006698318291456,-0.057596731930971,0.9992800951004029,10.173161506652802,-15.6142225265503,-1.6579284667968797,0.540604174137116,0.44943496584892295,0.31593692302703896,-1.0092084407806399,0.089612245559692,2.89988327026367
12,-0.014200433157384,0.044131897389889006,1.02973592281342,15.645729064941401,-13.840616226196301,-2.01774334907532,0.54190719127655,0.45066308975219704,0.31535139679908697,-0.908476173877716,0.076708987355232,2.85592794418335
13,0.017768746241926998,-0.10374764353036901,1.10100257396698,17.0772438049316,-9.92921447753906,-2.47775197029114,0.5428854823112489,0.44962140917778,0.31477481126785306,-0.7709422111511229,0.350528746843338,2.8535170555114706
14,-0.008757925592363,-0.017743043601513,1.17791342735291,16.2142715454102,-4.12758445739746,-3.5079331398010294,0.5448496341705321,0.450106054544449,0.314224004745483,-0.7906904220581059,0.465052992105484,2.81195902824402
